-2,72
7,85
-15,21
-1,59
2,04
8,62
5,45
7,68
8,91
9,31
-18,58
-4,16
-2,47
18,07
-2,27
-8,1
-8,82
7,56
-3,76
6,39
1,71
17,79
-17,41
-11,1
19,63
-10,9
-15,61
-14,56
-0,44
-7,17
7,22
-13,88
-6,72
-4,19
0,63
4,69
4,93
-13,8
-15,29
-5,76
0,44
18,92
-8,33
2,48
-2,18
-19,29
-14
4,36
18,82
13,03
-9,31
-11,78
-17,85
-4,63
-9,63
-15,8
4,35
-18,71
16,74
-4,11
13,7
7,7
-10,97
10,96
-1,52
18,57
4,23
5,13
9,95
-16,29
-8,76
12,79
8,72
0,37
-5,08
10,38
6,67
18,91
3,97
10,98
12,51
-4,99
-9,07
-18,19
18,85
-13,94
14,38
-17,33
16
-2,61
12,99
-1,39
3,32
-1,51
-13,11
-18,16
9,14
-18,69
13,71
-12,03
14,43
16,12
-16,82
18,77
-0,58
4,71
-5,67
1,28
19,82
-16,44
7,52
0,83
19,67
-3,85
13,68
-13,3
-14,65
-17,85
-14,11
1,22
-6,19
-19,35
-12,31
8,14
8,36
-16,67
8,78
-8,98
5,17
-7,36
-19,65
3,91
-13,56
-18,45
-9,95
-13,43
5,29
-12,69
14,32
-11,67
10,92
-11,95
-7,19
15,87
-13,25
5,2
13,04
13,39
-11,99
-17,92
16,98
-18,12
-15,79
-9,42
-19
18,71
8,13
-0,8
19,98
-18,02
-3,17
19,94
-9,04
-2,17
-17,78
-8,1
-10,19
3,72
-17,6
8,13
7,54
4,76
-10,62
3,47
2,63
0,07
7,31
13,11
15,58
-18,53
5,02
13,36
-10,48
16,11
16,4
5,95
-11,81
19,9
18,18
11,95
3,53
12
-6,01
-9,13
-19,98
-13,4
4,47
0,89
-1,7
16,26
2,19
1,79
19,96
-11,32
-11,64
18,54
-17,44
-1,52
-5,91
11,77
15,98
-5,93
-9,7
-7,12
-6,31
5,35
-2,32
-5,72
3,05
-6,53
-13,93
-0,59
7,77
-19,6
-8,25
-1,02
-2,7
-9,72
13,45
-3,66
-19,71
0,68
17,11
5,33
-7,81
-13,45
0,84
7,04
-14,77
19,87
-14,56
-3,18
-12,77
-6,27
3,56
-13,77
17,1
-16,07
10,61
10,89
0,65
-2,56
-1,42
12,88
-10,54
10,49
14,74
-6,33
-0,48
7,93
-3,24
17,85
19,5
-16,79
-0,85
-3,01
4,99
10,55
19,58
5,22
7,18
-2,23
10,38
19,24
5,91
-7,44
-5,7
12,6
5,71
-4,07
15,05
7,41
-10,75
-15,92
2,77
6,26
-16,38
14,05
0,56
-7,06
-16,98
6,48
12,02
-10,61
14,17
17,75
15,59
-10,47
16,72
18,21
-19,13
12,24
-12,49
0,03
4,59
-3,32
16,3
9,97
-2,56
-8,37
1,12
18,37
-1,99
11,43
-1,68
14,18
11,3
8,9
-9,82
6,48
-1
-9,49
-5,89
4,22
-0,97
2,99
2,52
-5,5
-2,92
-13,66
12,67
15,74
15,83
-6,71
6,99
16,64
12,23
16,09
-10,97
-15,32
2,02
7,22
-14,03
-18,76
-16,79
9,59
-18,34
-6,77
2,22
-16,35
5,95
9,4
10,53
-16,64
-10
-5,37
10,72
0,09
-2,93
4,9
-1,23
12,98
-15,93
-7,25
-3,26
-16,83
8,69
-5,71
-16,26
-2,27
7,34
-10,97
0,8
-15,7
5,74
12,37
13,9
15,94
6,44
-14,26
19,34
19,6
19,35
-12,46
-15,23
-12,07
14,7
2,41
-16,26
2,19
-7,14
-18,34
-19,16
-19,77
-16,29
-15,08
-0,66
-10,86
-15,49
-6,96
-6,28
-11,66
11,49
15,26
2,32
9,62
5,8
-17,58
16,34
-1,59
6,29
-17,67
17,67
-10,1
-14,7
15,43
-6,01
2,33
-10,59
5,36
18,36
-4,95
-19,92
3,53
-15,99
-10,38
-11,63
7,57
6,13
0,3
-11,64
-6,8
8,19
-17,95
-15,31
2,21
-18,16
2,03
-12,29
-5,58
13,63
-0,49
1,97
19,81
-8,46
-18,78
-15,28
3,89
12,07
19,18
-2,66
16,52
-1,31
-10,45
-1,9
-6,8
-16,04
-2,91
-12,9
-1,62
-18,92
-10,41
-2,14
17,35
-0,58
0,63
-14,67
-5,65
9,18
-5,96
12,6
6,58
15,68
-5,87
14,44
-6,37
-1,55
2,61
-18,08
-9,27
-9,94
-6,83
9,96
-5,69
16,24
-11,12
5,15
-19,39
-14
-11,62
13,55
11,73
-11,47
-16,61
18,05
0,1
-9,38
6,86
19,95
-7,9
12,04
18,89
13,16
8,77
-8,38
-7,53
-2,54
11,56
17,32
8,57
-9,07
18,15
-6,08
17,89
-14
1,29
11,07
-0,37
5,14
-3,98
-16,73
19,32
10,7
-9,69
-8,16
-17,44
13,44
2,3
8,52
-18,25
-10,62
16,41
17,94
-14,46
13,89
-18,36
1,67
12,61
12,96
-12,56
19,95
17,33
-15,12
-7,56
-19,44
6,07
6,39
9,9
-8,87
-1,1
-9,93
17,21
-8,13
-10,71
9,98
-19,33
6,26
-7,96
-8,28
-17,42
17,36
2,78
3,81
0,72
-16,96
-12,08
14,18
1,91
1,66
19,68
-6,96
-14,17
-14
-15,66
-12,75
-1,56
-13,54
-2,05
